id,setId,number,name,set_code,set_name,rarity,color,type,slug,hp,stage,attack,ability,text,weakness,retreat,rule
A3-058,A3,58,Alolan Raichu ex,A3,Celestial Guardians,Double Rare,Lightning,Pokemon,a3-58-alolan-raichu-ex,140,Stage 1,,[],,Fighting,1,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A3-059,A3,59,Alolan Geodude,A3,Celestial Guardians,Common,Lightning,Pokemon,a3-59-alolan-geodude,70,Basic,,[],"If you mistake it for a rock and step on it,<br />it will headbutt you in anger. In addition to<br />the pain, it will also zap you with a shock.",Fighting,2,
A3-060,A3,60,Alolan Graveler,A3,Celestial Guardians,Uncommon,Lightning,Pokemon,a3-60-alolan-graveler,110,Stage 1,,[],"When two Graveler fight each other, it fills the<br />surroundings with flashes of light and sound.<br />People call it the “fireworks of the earth.”",Fighting,3,
A3-061,A3,61,Alolan Golem,A3,Celestial Guardians,Rare,Lightning,Pokemon,a3-61-alolan-golem,160,Stage 2,,[],"It’s grumpy and stubborn. If you upset it,<br />it discharges electricity from the surface of<br />its body and growls with a voice like thunder.",Fighting,4,
A3-062,A3,62,Helioptile,A3,Celestial Guardians,Common,Lightning,Pokemon,a3-62-helioptile,60,Basic,,[],"When spread, the frills on its head act like solar<br />panels, generating the power behind this<br />Pokémon’s electric moves.",Fighting,1,
A3-066,A3,66,Oricorio,A3,Celestial Guardians,Rare,Lightning,Pokemon,a3-66-oricorio,70,Basic,,"[{""info"": ""Safeguard"", ""effect"": ""Prevent all damage done to this Pok\u00e9mon by attacks from your opponent\u2019s Pok\u00e9mon <strong>ex</strong>.""}]","This form of Oricorio has sipped yellow nectar.<br />It uses nimble steps to approach opponents,<br />then knocks them out with electric punches.",Fighting,1,
A3-068,A3,68,Tapu Koko,A3,Celestial Guardians,Rare,Lightning,Pokemon,a3-68-tapu-koko,100,Basic,,[],"Although it’s called a guardian deity, if a<br />person or Pokémon puts it in a bad mood,<br />it will become a malevolent deity and attack.",Fighting,1,
A3-069,A3,69,Mr. Mime,A3,Celestial Guardians,Uncommon,Psychic,Pokemon,a3-69-mr-mime,80,Basic,,[],The broadness of its hands may be no<br />coincidence—many scientists believe its palms<br />became enlarged specifically for pantomiming.,Darkness,1,
A3-072,A3,72,Grumpig,A3,Celestial Guardians,Uncommon,Psychic,Pokemon,a3-72-grumpig,110,Stage 1,,[],It can perform odd dance steps to influence foes.<br />Its style of dancing became hugely popular overseas.,Darkness,1,
A3-076,A3,76,Oricorio,A3,Celestial Guardians,Uncommon,Psychic,Pokemon,a3-76-oricorio,70,Basic,,[],"This form of Oricorio has sipped pink nectar.<br />It elevates its mind with the gentle steps of its<br />dance, then unleashes its psychic energy.",Darkness,1,
A3-078,A3,78,Cutiefly,A3,Celestial Guardians,Common,Psychic,Pokemon,a3-78-cutiefly,30,Basic,,[],"Nectar and pollen are its favorite fare.<br />In fields of flowers, it gets into skirmishes<br />with Butterfree over food.",Metal,0,
A3-079,A3,79,Ribombee,A3,Celestial Guardians,Common,Psychic,Pokemon,a3-79-ribombee,80,Stage 1,,[],It makes pollen puffs from pollen and nectar.<br />The puffs’ effects depend on the type of<br />ingredients and how much of each one is used.,Metal,0,
A3-080,A3,80,Comfey,A3,Celestial Guardians,Rare,Psychic,Pokemon,a3-80-comfey,70,Basic,,"[{""info"": ""Flower Shield"", ""effect"": ""Each of your Pok\u00e9mon that has any <span class=\""energy-text energy-text--type-psychic\""></span> Energy attached recovers from all Special Conditions and can\u2019t be affected by any Special Conditions.""}]","Comfey picks flowers with its vine and decorates<br />itself with them. For some reason, flowers won’t<br />wither once they’re attached to a Comfey.",Metal,1,
A3-081,A3,81,Sandygast,A3,Celestial Guardians,Common,Psychic,Pokemon,a3-81-sandygast,80,Basic,,[],"If it loses its shovel, it will stick something<br />else—like a branch—in its head to make<br />do until it finds another shovel.",Darkness,2,
A3-082,A3,82,Palossand,A3,Celestial Guardians,Rare,Psychic,Pokemon,a3-82-palossand,130,Stage 1,,[],"The terrifying Palossand drags smaller Pokémon<br />into its sandy body. Once its victims are trapped,<br />it drains them of their vitality whenever it pleases.",Darkness,3,
A3-086,A3,86,Cosmoem,A3,Celestial Guardians,Uncommon,Psychic,Pokemon,a3-86-cosmoem,100,Stage 1,,[],The king who ruled Alola in times of antiquity called it<br />the “cocoon of the stars” and built an altar to worship it.,Darkness,3,
A3-090,A3,90,Makuhita,A3,Celestial Guardians,Common,Fighting,Pokemon,a3-90-makuhita,70,Basic,,[],It grows stronger by enduring harsh training. It is<br />a gutsy Pokémon that can withstand any attack.,Psychic,2,
A3-092,A3,92,Solrock,A3,Celestial Guardians,Common,Fighting,Pokemon,a3-92-solrock,90,Basic,,[],"When it rotates itself, it gives off light<br />similar to the sun, thus blinding its foes.",Grass,2,
A3-097,A3,97,Crabrawler,A3,Celestial Guardians,Common,Fighting,Pokemon,a3-97-crabrawler,70,Basic,,[],"This Pokémon punches trees and eats<br />the berries that drop down, training itself<br />and getting food at the same time.",Psychic,2,
A3-099,A3,99,Rockruff,A3,Celestial Guardians,Common,Fighting,Pokemon,a3-99-rockruff,60,Basic,,[],"This Pokémon is very friendly when it’s young.<br />Its disposition becomes vicious once it matures,<br />but it never forgets the kindness of its master.",Grass,1,
A3-100,A3,100,Lycanroc,A3,Celestial Guardians,Rare,Fighting,Pokemon,a3-100-lycanroc,100,Stage 1,,[],Lycanroc attacks its prey with its<br />sharp claws and fangs. It loyally obeys<br />the instructions of a Trainer it trusts.,Grass,1,
A3-102,A3,102,Mudbray,A3,Celestial Guardians,Common,Fighting,Pokemon,a3-102-mudbray,80,Basic,,[],This Pokémon covers itself in mud that it<br />has regurgitated. The mud won’t dry out even<br />if it’s exposed to the sun for a long time.,Grass,2,
A3-103,A3,103,Mudsdale,A3,Celestial Guardians,Uncommon,Fighting,Pokemon,a3-103-mudsdale,140,Stage 1,,[],This Pokémon has been treasured not just<br />for its physical labor but also because it produces<br />high-quality mud used for making pottery.,Grass,4,
A3-108,A3,108,Alolan Meowth,A3,Celestial Guardians,Common,Darkness,Pokemon,a3-108-alolan-meowth,60,Basic,,[],"It’s accustomed to luxury because it<br />used to live with Alolan royalty. As a<br />result, it’s very picky about food.",Grass,1,
A3-109,A3,109,Alolan Persian,A3,Celestial Guardians,Rare,Darkness,Pokemon,a3-109-alolan-persian,100,Stage 1,,"[{""info"": ""Fur Coat"", ""effect"": ""This Pok\u00e9mon takes \u221220 damage from attacks.""}]","The round face of Alolan Persian is considered<br />to be a symbol of prosperity in the Alola region,<br />so these Pokémon are very well cared for.",Grass,1,
A3-113,A3,113,Trubbish,A3,Celestial Guardians,Common,Darkness,Pokemon,a3-113-trubbish,60,Basic,,[],"Its favorite places are unsanitary ones. If you<br />leave trash lying around, you could even find<br />one of these Pokémon living in your room.",Fighting,1,
A3-117,A3,117,Alolan Diglett,A3,Celestial Guardians,Common,Metal,Pokemon,a3-117-alolan-diglett,50,Basic,,[],The metal-rich geology of this Pokémon’s habitat<br />caused it to develop steel whiskers on its head.,Fire,1,
A3-118,A3,118,Alolan Dugtrio,A3,Celestial Guardians,Common,Metal,Pokemon,a3-118-alolan-dugtrio,90,Stage 1,,[],"Their beautiful, metallic whiskers create a sort of<br />protective helmet on their heads, and they also<br />function as highly precise sensors.",Fire,1,
A3-119,A3,119,Excadrill,A3,Celestial Guardians,Uncommon,Metal,Pokemon,a3-119-excadrill,110,Stage 1,,[],It’s not uncommon for tunnels that appear to<br />have formed naturally to actually be a result<br />of Excadrill’s rampant digging.,Fire,3,
A3-120,A3,120,Escavalier,A3,Celestial Guardians,Uncommon,Metal,Pokemon,a3-120-escavalier,110,Stage 1,,[],"Wearing the shell covering they stole from Shelmet,<br />they defend themselves and attack with two lances.",Fire,3,
A3-121,A3,121,Klefki,A3,Celestial Guardians,Rare,Metal,Pokemon,a3-121-klefki,70,Basic,,[],"Once it absorbs a key’s metal ions, it discards the<br />key without a second thought. However, it will<br />hang on to keys it favors for decades.",Fire,1,
A3-122,A3,122,Solgaleo ex,A3,Celestial Guardians,Double Rare,Metal,Pokemon,a3-122-solgaleo-ex,180,Stage 2,,"[{""info"": ""Rising Road"", ""effect"": ""Once during your turn, if this Pok\u00e9mon is on your Bench, you may switch it with your Active Pok\u00e9mon.""}]",,Fire,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A3-123,A3,123,Magearna,A3,Celestial Guardians,Rare,Metal,Pokemon,a3-123-magearna,90,Basic,,[],It synchronizes its consciousness with others<br />to understand their feelings. This faculty makes<br />it useful for taking care of people.,Fire,1,
A3-124,A3,124,Drampa,A3,Celestial Guardians,Rare,Dragon,Pokemon,a3-124-drampa,100,Basic,,[],"The mountains it calls home are nearly two miles<br />in height. On rare occasions, it descends to play<br />with the children living in the towns below.",UNSPECIFIED,2,
A3-131,A3,131,Fletchling,A3,Celestial Guardians,Common,Colorless,Pokemon,a3-131-fletchling,50,Basic,,[],"This Pokémon is normally calm, but once it enters battle,<br />its hormonal balance changes and it becomes aggressive.",Lightning,1,
A3-132,A3,132,Hawlucha,A3,Celestial Guardians,Uncommon,Colorless,Pokemon,a3-132-hawlucha,80,Basic,,[],Its elegant finishing moves—performed by nimbly<br />leaping around using its wings—are polished in<br />the forest where it was born and raised.,Lightning,1,
A3-134,A3,134,Trumbeak,A3,Celestial Guardians,Common,Colorless,Pokemon,a3-134-trumbeak,80,Stage 1,,[],It can bend the tip of its beak to produce<br />over a hundred different cries at will.,Lightning,1,
A3-135,A3,135,Toucannon,A3,Celestial Guardians,Uncommon,Colorless,Pokemon,a3-135-toucannon,140,Stage 2,,[],They smack beaks with others of their kind to communicate.<br />The strength and number of hits tell each other how they feel.,Lightning,2,
A3-136,A3,136,Yungoos,A3,Celestial Guardians,Common,Colorless,Pokemon,a3-136-yungoos,60,Basic,,[],"Its stomach fills most of its torso. It wanders the<br />same path every day, searching for fresh food.",Fighting,1,
A3-137,A3,137,Gumshoos,A3,Celestial Guardians,Common,Colorless,Pokemon,a3-137-gumshoos,100,Stage 1,,[],"Once it finds signs of prey, it will patiently stake<br />out the location, waiting until the sun goes down.",Fighting,1,
A3-141,A3,141,Komala,A3,Celestial Guardians,Uncommon,Colorless,Pokemon,a3-141-komala,90,Basic,,"[{""info"": ""Comatose"", ""effect"": ""As long as this Pok\u00e9mon is in the Active Spot, whenever you attach an Energy from your Energy Zone to it, it is now Asleep.""}]",Komala spends its entire life sleeping.<br />It feeds on leaves that contain a potent<br />poison only Komala can break down.,Fighting,2,
A3-142,A3,142,Big Malasada,A3,Celestial Guardians,Uncommon,,Item,a3-142-big-malasada,,,,,,,,You may play any number of Item cards during your turn.
A3-144,A3,144,Rare Candy,A3,Celestial Guardians,Uncommon,,Item,a3-144-rare-candy,,Item,,,,,,You may play any number of Item cards during your turn.
A3-145,A3,145,Rotom Dex,A3,Celestial Guardians,Uncommon,,Item,a3-145-rotom-dex,,,,,,,,You may play any number of Item cards during your turn.
A3-147,A3,147,Leaf Cape,A3,Celestial Guardians,Uncommon,,Pokémon Tool,a3-147-leaf-cape,,,,,,,,
A3-152,A3,152,Lana,A3,Celestial Guardians,Uncommon,,Supporter,a3-152-lana,,,,,,,,You may play only 1 Supporter card during your turn.
A3-153,A3,153,Sophocles,A3,Celestial Guardians,Uncommon,,Supporter,a3-153-sophocles,,,,,,,,You may play only 1 Supporter card during your turn.
A3-154,A3,154,Mallow,A3,Celestial Guardians,Uncommon,,Supporter,a3-154-mallow,,,,,,,,You may play only 1 Supporter card during your turn.
A3-155,A3,155,Lillie,A3,Celestial Guardians,Uncommon,,Supporter,a3-155-lillie,,Supporter,,,,,,You may play only 1 Supporter card during your turn.
A3-158,A3,158,Tsareena,A3,Celestial Guardians,Art Rare,Grass,Pokemon,a3-158-tsareena,130,Stage 2,,[],"This Pokémon is proud and aggressive. However, it is<br />said that a Tsareena will instantly become calm if<br />someone touches the crown on its calyx.",Fire,2,
A3-159,A3,159,Tapu Bulu,A3,Celestial Guardians,Art Rare,Grass,Pokemon,a3-159-tapu-bulu,120,Basic,,[],"Although it’s called a guardian deity, it’s violent<br />enough to crush anyone it sees as an enemy.",Fire,2,
A3-165,A3,165,Oricorio,A3,Celestial Guardians,Art Rare,Lightning,Pokemon,a3-165-oricorio,70,Basic,,"[{""info"": ""Safeguard"", ""effect"": ""Prevent all damage done to this Pok\u00e9mon by attacks from your opponent\u2019s Pok\u00e9mon <strong>ex</strong>.""}]","This form of Oricorio has sipped yellow nectar.<br />It uses nimble steps to approach opponents,<br />then knocks them out with electric punches.",Fighting,1,
A3-166,A3,166,Tapu Koko,A3,Celestial Guardians,Art Rare,Lightning,Pokemon,a3-166-tapu-koko,100,Basic,,[],"Although it’s called a guardian deity, if a<br />person or Pokémon puts it in a bad mood,<br />it will become a malevolent deity and attack.",Fighting,1,
A3-167,A3,167,Cutiefly,A3,Celestial Guardians,Art Rare,Psychic,Pokemon,a3-167-cutiefly,30,Basic,,[],"Nectar and pollen are its favorite fare.<br />In fields of flowers, it gets into skirmishes<br />with Butterfree over food.",Metal,0,
A3-168,A3,168,Comfey,A3,Celestial Guardians,Art Rare,Psychic,Pokemon,a3-168-comfey,70,Basic,,"[{""info"": ""Flower Shield"", ""effect"": ""Each of your Pok\u00e9mon that has any <span class=\""energy-text energy-text--type-psychic\""></span> Energy attached recovers from all Special Conditions and can\u2019t be affected by any Special Conditions.""}]","Comfey picks flowers with its vine and decorates<br />itself with them. For some reason, flowers won’t<br />wither once they’re attached to a Comfey.",Metal,1,
A3-169,A3,169,Sandygast,A3,Celestial Guardians,Art Rare,Psychic,Pokemon,a3-169-sandygast,80,Basic,,[],"If it loses its shovel, it will stick something<br />else—like a branch—in its head to make<br />do until it finds another shovel.",Darkness,2,
A3-172,A3,172,Rockruff,A3,Celestial Guardians,Art Rare,Fighting,Pokemon,a3-172-rockruff,60,Basic,,[],"This Pokémon is very friendly when it’s young.<br />Its disposition becomes vicious once it matures,<br />but it never forgets the kindness of its master.",Grass,1,
A3-173,A3,173,Mudsdale,A3,Celestial Guardians,Art Rare,Fighting,Pokemon,a3-173-mudsdale,140,Stage 1,,[],This Pokémon has been treasured not just<br />for its physical labor but also because it produces<br />high-quality mud used for making pottery.,Grass,4,
A3-175,A3,175,Magearna,A3,Celestial Guardians,Art Rare,Metal,Pokemon,a3-175-magearna,90,Basic,,[],It synchronizes its consciousness with others<br />to understand their feelings. This faculty makes<br />it useful for taking care of people.,Fire,1,
A3-176,A3,176,Drampa,A3,Celestial Guardians,Art Rare,Dragon,Pokemon,a3-176-drampa,100,Basic,,[],"The mountains it calls home are nearly two miles<br />in height. On rare occasions, it descends to play<br />with the children living in the towns below.",UNSPECIFIED,2,
A3-179,A3,179,Komala,A3,Celestial Guardians,Art Rare,Colorless,Pokemon,a3-179-komala,90,Basic,,"[{""info"": ""Comatose"", ""effect"": ""As long as this Pok\u00e9mon is in the Active Spot, whenever you attach an Energy from your Energy Zone to it, it is now Asleep.""}]",Komala spends its entire life sleeping.<br />It feeds on leaves that contain a potent<br />poison only Komala can break down.,Fighting,2,
A3-181,A3,181,Dhelmise ex,A3,Celestial Guardians,Super Rare,Grass,Pokemon,a3-181-dhelmise-ex,140,Basic,,[],,Fire,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A3-182,A3,182,Incineroar ex,A3,Celestial Guardians,Super Rare,Fire,Pokemon,a3-182-incineroar-ex,180,Stage 2,,[],,Water,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A3-183,A3,183,Crabominable ex,A3,Celestial Guardians,Super Rare,Water,Pokemon,a3-183-crabominable-ex,160,Stage 1,,[],,Metal,3,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A3-185,A3,185,Alolan Raichu ex,A3,Celestial Guardians,Super Rare,Lightning,Pokemon,a3-185-alolan-raichu-ex,140,Stage 1,,[],,Fighting,1,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A3-189,A3,189,Solgaleo ex,A3,Celestial Guardians,Super Rare,Metal,Pokemon,a3-189-solgaleo-ex,180,Stage 2,,"[{""info"": ""Rising Road"", ""effect"": ""Once during your turn, if this Pok\u00e9mon is on your Bench, you may switch it with your Active Pok\u00e9mon.""}]",,Fire,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A3-194,A3,194,Lana,A3,Celestial Guardians,Super Rare,,Supporter,a3-194-lana,,,,,,,,You may play only 1 Supporter card during your turn.
A3-195,A3,195,Sophocles,A3,Celestial Guardians,Super Rare,,Supporter,a3-195-sophocles,,,,,,,,You may play only 1 Supporter card during your turn.
A3-196,A3,196,Mallow,A3,Celestial Guardians,Super Rare,,Supporter,a3-196-mallow,,,,,,,,You may play only 1 Supporter card during your turn.
A3-197,A3,197,Lillie,A3,Celestial Guardians,Super Rare,,Supporter,a3-197-lillie,,Supporter,,,,,,You may play only 1 Supporter card during your turn.
A3-199,A3,199,Dhelmise ex,A3,Celestial Guardians,Special Art Rare,Grass,Pokemon,a3-199-dhelmise-ex,140,Basic,,[],,Fire,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
A3-200,A3,200,Incineroar ex,A3,Celestial Guardians,Special Art Rare,Fire,Pokemon,a3-200-incineroar-ex,180,Stage 2,,[],,Water,2,"When your Pokémon <strong>ex</strong> is <strong>Knocked Out</strong>, your opponent gets <strong>2</strong> points."
